"","Project.ID","Borough","MedianActualRent","BedroomSize"
"2440",54909,"Brooklyn",509,"2-BR"
"2441",54909,"Brooklyn",389,"STUDIO"
"2442",54909,"Brooklyn",929,"1-BR"
"2443",54909,"Brooklyn",1289,"3-BR"
"2444",54909,"Brooklyn",1121,"2-BR"
"2445",54909,"Brooklyn",707,"STUDIO"
"2446",54909,"Brooklyn",817,"3-BR"
"2447",54909,"Brooklyn",419,"1-BR"
"2448",54909,"Brooklyn",1121,"2-BR"
"2449",54909,"Brooklyn",589,"1-BR"
"2450",54909,"Brooklyn",548,"STUDIO"
"2451",54909,"Brooklyn",707,"STUDIO"
"2452",54909,"Brooklyn",713,"2-BR"
"2453",54909,"Brooklyn",1053,"3-BR"
"2454",54909,"Brooklyn",582,"3-BR"
"2455",54909,"Brooklyn",917,"2-BR"
"2456",54909,"Brooklyn",759,"1-BR"
"2457",55249,"Bronx",1121,"2-BR"
"2458",55249,"Bronx",1289,"3-BR"
"2459",55249,"Bronx",512,"3-BR"
"2460",55249,"Bronx",929,"1-BR"
"2461",55249,"Bronx",283,"1-BR"
"2462",55249,"Bronx",215,"STUDIO"
"2463",55249,"Bronx",865,"STUDIO"
"2464",55249,"Bronx",1121,"2-BR"
"2465",55249,"Bronx",215,"STUDIO"
"2466",55249,"Bronx",425,"2-BR"
"2467",59388,"Bronx",1502,"1-BR"
"2468",59388,"Bronx",1540,"1-BR"
"2469",59388,"Bronx",1540,"2-BR"
"2470",59388,"Bronx",1540,"2-BR"
"2471",59388,"Bronx",1540,"1-BR"
"2472",48643,"Bronx",1378,"STUDIO"
"2473",54909,"Brooklyn",917,"2-BR"
"2474",54909,"Brooklyn",389,"STUDIO"
"2475",54909,"Brooklyn",707,"STUDIO"
"2476",54909,"Brooklyn",817,"3-BR"
"2477",54909,"Brooklyn",759,"1-BR"
"2478",54909,"Brooklyn",1053,"3-BR"
"2479",54909,"Brooklyn",548,"STUDIO"
"2480",54909,"Brooklyn",509,"2-BR"
"2481",54909,"Brooklyn",713,"2-BR"
"2482",54909,"Brooklyn",707,"STUDIO"
"2483",54909,"Brooklyn",582,"3-BR"
"2484",54909,"Brooklyn",589,"1-BR"
"2485",54909,"Brooklyn",929,"1-BR"
"2486",54909,"Brooklyn",1121,"2-BR"
"2487",54909,"Brooklyn",419,"1-BR"
"2488",54909,"Brooklyn",1289,"3-BR"
"2489",60810,"Bronx",512,"3-BR"
"2490",60810,"Bronx",713,"2-BR"
"2491",60810,"Bronx",1289,"3-BR"
"2492",60810,"Bronx",425,"2-BR"
"2493",60810,"Bronx",817,"3-BR"
"2494",60810,"Bronx",425,"2-BR"
"2495",60810,"Bronx",1185,"STUDIO"
"2496",60810,"Bronx",1795,"2-BR"
"2497",60810,"Bronx",464,"STUDIO"
"2498",60810,"Bronx",2066,"3-BR"
"2499",60810,"Bronx",589,"1-BR"
"2500",60810,"Bronx",1121,"2-BR"
"2501",60810,"Bronx",929,"1-BR"
"2502",60810,"Bronx",1490,"1-BR"
"2503",60810,"Bronx",1289,"3-BR"
"2504",60810,"Bronx",782.5,"3-BR"
"2505",60810,"Bronx",215,"STUDIO"
"2506",60810,"Bronx",736,"STUDIO"
"2507",60810,"Bronx",521,"1-BR"
"2508",60810,"Bronx",215,"STUDIO"
"2509",60810,"Bronx",283,"1-BR"
"2510",60810,"Bronx",1121,"2-BR"
"2511",58480,"Bronx",1121,"2-BR"
"2512",58480,"Bronx",865,"STUDIO"
"2513",58480,"Bronx",1049,"STUDIO"
"2514",58480,"Bronx",929,"1-BR"
"2515",58480,"Bronx",1320,"1-BR"
"2516",58480,"Bronx",1591,"2-BR"
"2517",58480,"Bronx",2184,"3-BR"
"2518",58480,"Bronx",1049,"STUDIO"
"2519",58480,"Bronx",1320,"1-BR"
"2520",58480,"Bronx",1289,"3-BR"
"2521",58480,"Bronx",1289,"3-BR"
"2522",58480,"Bronx",1897,"2-BR"
"2523",58480,"Bronx",1591,"2-BR"
"2524",60779,"Brooklyn",736,"STUDIO"
"2525",60779,"Brooklyn",589,"1-BR"
"2526",60779,"Brooklyn",464,"STUDIO"
"2527",60779,"Brooklyn",600,"STUDIO"
"2528",60779,"Brooklyn",419,"1-BR"
"2529",60779,"Brooklyn",509,"2-BR"
"2530",60779,"Brooklyn",582,"3-BR"
"2531",60779,"Brooklyn",817,"3-BR"
"2532",60779,"Brooklyn",1121,"2-BR"
"2533",60779,"Brooklyn",759,"1-BR"
"2534",60779,"Brooklyn",713,"2-BR"
"2535",60779,"Brooklyn",1053,"3-BR"
"2536",60779,"Brooklyn",917,"2-BR"
"2537",60779,"Brooklyn",1289,"3-BR"
"2538",60779,"Brooklyn",929,"1-BR"
"2539",60779,"Brooklyn",328,"STUDIO"
"2540",58793,"Brooklyn",1446,"STUDIO"
"2541",58793,"Brooklyn",666,"STUDIO"
"2542",60249,"Bronx",817,"3-BR"
"2543",60249,"Bronx",1831,"3-BR"
"2544",60249,"Bronx",713,"2-BR"
"2545",60249,"Bronx",589,"1-BR"
"2546",60249,"Bronx",817,"3-BR"
"2547",60249,"Bronx",713,"2-BR"
"2548",60249,"Bronx",1049,"STUDIO"
"2549",60249,"Bronx",548,"STUDIO"
"2550",60249,"Bronx",1320,"1-BR"
"2551",60249,"Bronx",1831,"3-BR"
"2552",60249,"Bronx",548,"STUDIO"
"2553",60249,"Bronx",1591,"2-BR"
"2554",60249,"Bronx",1591,"2-BR"
"2555",60249,"Bronx",1049,"STUDIO"
"2556",60249,"Bronx",589,"1-BR"
"2557",60249,"Bronx",1320,"1-BR"
"2558",60505,"Bronx",1360,"1-BR"
"2559",60505,"Bronx",1524,"1-BR"
"2560",60505,"Bronx",932,"2-BR"
"2561",60505,"Bronx",1643,"2-BR"
"2562",60505,"Bronx",1524,"1-BR"
"2563",60505,"Bronx",718,"2-BR"
"2564",60505,"Bronx",769,"1-BR"
"2565",60505,"Bronx",1148,"2-BR"
"2566",60505,"Bronx",948,"1-BR"
"2567",54520,"Bronx",1515,"3-BR"
"2568",54520,"Bronx",1284,"1-BR"
"2569",54520,"Bronx",1246,"STUDIO"
"2570",54520,"Bronx",1491,"2-BR"
"2571",52722,"Brooklyn",794,"1-BR"
"2572",52722,"Brooklyn",1644.5,"3-BR"
"2573",52722,"Brooklyn",1015,"3-BR"
"2574",52722,"Brooklyn",1519.5,"2-BR"
"2575",52722,"Brooklyn",1255,"2-BR"
"2576",52722,"Brooklyn",1242,"3-BR"
"2577",52722,"Brooklyn",1273,"2-BR"
"2578",52722,"Brooklyn",1025,"2-BR"
"2579",52722,"Brooklyn",1073,"3-BR"
"2580",61841,"Bronx",1419,"STUDIO"
"2581",61841,"Bronx",1488,"1-BR"
"2582",46143,"Bronx",676,"2-BR"
"2583",46143,"Bronx",482,"2-BR"
"2584",46143,"Bronx",870,"2-BR"
"2585",46143,"Bronx",1065,"2-BR"
"2586",46143,"Bronx",720,"1-BR"
"2587",46143,"Bronx",396,"1-BR"
"2588",46143,"Bronx",558,"1-BR"
"2589",46143,"Bronx",882,"1-BR"
"2590",51301,"Bronx",650,"STUDIO"
"2591",63760,"Manhattan",1166,"2-BR"
"2592",63760,"Manhattan",784,"1-BR"
"2593",63760,"Manhattan",736,"2-BR"
"2594",63760,"Manhattan",475,"STUDIO"
"2595",63760,"Manhattan",951,"2-BR"
"2596",63760,"Manhattan",761,"STUDIO"
"2597",63760,"Manhattan",618,"STUDIO"
"2598",63760,"Manhattan",963,"1-BR"
"2599",63760,"Manhattan",605,"1-BR"
"2600",53180,"Bronx",1268,"1-BR"
"2601",53180,"Bronx",966,"STUDIO"
"2602",53180,"Bronx",1518,"2-BR"
"2603",53180,"Bronx",1952,"3-BR"
"2604",53180,"Bronx",1065,"2-BR"
"2605",53180,"Bronx",822,"STUDIO"
"2606",53180,"Bronx",1740,"3-BR"
"2607",53180,"Bronx",1500,"2-BR"
"2608",53180,"Bronx",1225,"3-BR"
"2609",53180,"Bronx",1250,"1-BR"
"2610",53180,"Bronx",882,"1-BR"
"2611",44281,"Brooklyn",1162,"1-BR"
"2612",44281,"Brooklyn",987,"3-BR"
"2613",44281,"Brooklyn",1182,"3-BR"
"2614",44281,"Brooklyn",1051,"2-BR"
"2615",44281,"Brooklyn",1212,"3-BR"
"2616",44281,"Brooklyn",1051,"2-BR"
"2617",44281,"Brooklyn",1101,"1-BR"
"2618",52783,"Bronx",1050,"3-BR"
"2619",52783,"Bronx",912,"2-BR"
"2620",52783,"Bronx",751,"1-BR"
"2621",52783,"Bronx",533,"STUDIO"
"2622",52783,"Bronx",1274,"3-BR"
"2623",52783,"Bronx",1105,"2-BR"
"2624",52783,"Bronx",913,"1-BR"
"2625",55249,"Bronx",283,"1-BR"
"2626",55249,"Bronx",929,"1-BR"
"2627",55249,"Bronx",1289,"3-BR"
"2628",55249,"Bronx",1121,"2-BR"
"2629",55249,"Bronx",425,"2-BR"
"2630",55249,"Bronx",890,"3-BR"
"2631",55249,"Bronx",595,"STUDIO"
"2632",55249,"Bronx",512,"3-BR"
"2633",55249,"Bronx",775,"2-BR"
"2634",55249,"Bronx",640,"1-BR"
"2635",58966,"Bronx",1379,"1-BR"
"2636",58966,"Bronx",1379,"1-BR"
"2637",58966,"Bronx",1314,"STUDIO"
"2638",58966,"Bronx",1314,"STUDIO"
"2639",58936,"Bronx",816,"STUDIO"
"2640",58936,"Bronx",1357,"1-BR"
"2641",58936,"Bronx",1352,"STUDIO"
"2642",58936,"Bronx",1637,"2-BR"
"2643",58936,"Bronx",1224,"2-BR"
"2644",58936,"Bronx",1020,"1-BR"
